time,loss,mse_loss,val_loss,val_mse_loss,lr
1.152681589126587,-1.938,0.007,4.844,0.884,9.8796e-05
1.1529998779296875,-1.950,0.008,6.203,1.024,9.8726e-05
1.154021978378296,-2.100,0.005,7.185,1.112,9.8655e-05
1.1537179946899414,-1.995,0.009,7.036,1.096,9.8582e-05
1.152484655380249,-1.934,0.013,6.157,1.014,9.8506e-05
1.1570570468902588,-1.886,0.012,6.158,1.014,9.8429e-05
1.153545618057251,-1.866,0.010,5.358,0.959,9.8350e-05
1.152726173400879,-2.096,0.006,5.232,0.960,9.8269e-05
1.1530375480651855,-2.050,0.005,5.090,0.949,9.8186e-05
1.1526274681091309,-2.109,0.004,5.207,0.967,9.8101e-05
1.1526682376861572,-2.155,0.005,5.522,0.997,9.8015e-05
1.1529946327209473,-2.171,0.004,6.182,1.053,9.7926e-05
1.15346097946167,-2.033,0.008,6.641,1.094,9.7836e-05
1.1543552875518799,-2.172,0.005,6.736,1.094,9.7743e-05
1.5424470901489258,-2.057,0.007,6.207,1.028,9.7649e-05
1.1521825790405273,-2.178,0.006,5.569,0.952,9.7553e-05
1.1552209854125977,-2.055,0.011,5.373,0.940,9.7455e-05
1.1631507873535156,-2.120,0.006,5.242,0.935,9.7355e-05
2.442249298095703,-2.105,0.004,5.116,0.927,9.7253e-05
1.1527881622314453,-2.111,0.007,4.971,0.911,9.7150e-05
1.1526188850402832,-2.130,0.004,5.308,0.942,9.7044e-05
1.152198314666748,-2.139,0.006,5.912,1.001,9.6937e-05
1.1544945240020752,-2.192,0.003,6.577,1.062,9.6827e-05
1.1532750129699707,-2.102,0.006,6.708,1.072,9.6716e-05
1.1538512706756592,-2.070,0.007,6.435,1.038,9.6604e-05
1.152587890625,-2.147,0.009,6.212,1.010,9.6489e-05
1.1540305614471436,-2.145,0.006,5.921,0.966,9.6372e-05
1.1528186798095703,-2.264,0.002,5.843,0.941,9.6254e-05
1.1528730392456055,-2.081,0.005,5.645,0.918,9.6134e-05
1.1629414558410645,-2.178,0.005,5.792,0.931,9.6012e-05
1.1519503593444824,-2.160,0.006,5.913,0.947,9.5888e-05
1.1528704166412354,-2.185,0.004,6.509,1.013,9.5762e-05
1.1521484851837158,-2.137,0.005,6.710,1.035,9.5635e-05
1.1530711650848389,-2.048,0.008,6.263,0.988,9.5505e-05
1.306734323501587,-2.085,0.006,5.626,0.919,9.5374e-05
1.1516027450561523,-1.977,0.009,5.362,0.913,9.5241e-05
1.151900053024292,-2.210,0.005,5.338,0.917,9.5107e-05
1.1539695262908936,-2.060,0.006,5.308,0.913,9.4970e-05
1.1522157192230225,-2.058,0.009,5.044,0.880,9.4832e-05
1.1518895626068115,-2.224,0.004,5.121,0.883,9.4692e-05
1.151393175125122,-2.115,0.007,5.316,0.899,9.4550e-05
1.1526494026184082,-2.142,0.008,5.888,0.956,9.4407e-05
1.151484489440918,-2.030,0.007,6.061,0.968,9.4262e-05
1.153839111328125,-2.281,0.004,5.995,0.963,9.4115e-05
1.6544642448425293,-2.189,0.005,5.859,0.948,9.3966e-05
1.1528563499450684,-2.060,0.008,5.792,0.940,9.3815e-05
1.1517751216888428,-2.083,0.005,6.157,0.988,9.3663e-05
1.154386281967163,-2.151,0.007,6.421,1.015,9.3509e-05
1.153099775314331,-2.021,0.006,6.454,1.020,9.3354e-05
1.1523854732513428,-2.198,0.004,6.518,1.035,9.3196e-05
1.1521365642547607,-2.037,0.009,6.572,1.067,9.3037e-05
1.1530284881591797,-2.019,0.013,6.621,1.094,9.2876e-05
1.1541047096252441,-2.149,0.006,6.088,1.053,9.2714e-05
1.1523380279541016,-2.039,0.010,5.294,0.966,9.2550e-05
1.3140573501586914,-2.034,0.008,4.907,0.909,9.2384e-05
1.1545641422271729,-2.051,0.008,5.101,0.905,9.2216e-05
1.152010440826416,-1.985,0.014,5.860,0.972,9.2047e-05
1.1519360542297363,-2.146,0.006,6.983,1.070,9.1876e-05
1.1536622047424316,-2.148,0.005,7.766,1.134,9.1704e-05
1.1517446041107178,-2.010,0.010,7.569,1.111,9.1530e-05
1.1513268947601318,-2.133,0.009,6.900,1.041,9.1354e-05
1.1517846584320068,-1.962,0.009,6.191,0.989,9.1177e-05
1.1518621444702148,-2.099,0.005,5.794,0.960,9.0998e-05
1.152707815170288,-2.137,0.005,5.636,0.943,9.0817e-05
1.1530656814575195,-2.067,0.006,5.536,0.939,9.0635e-05
1.15287446975708,-2.082,0.005,5.562,0.943,9.0451e-05
1.15120267868042,-2.154,0.005,5.937,0.980,9.0265e-05
1.1536297798156738,-2.115,0.007,6.572,1.052,9.0078e-05
1.1656651496887207,-2.202,0.004,7.101,1.100,8.9890e-05
1.1538481712341309,-2.107,0.006,6.764,1.056,8.9700e-05
1.1516728401184082,-2.080,0.007,6.080,0.972,8.9508e-05
1.152287483215332,-2.136,0.004,5.594,0.914,8.9314e-05
1.1533308029174805,-2.194,0.005,5.237,0.875,8.9120e-05
1.1520154476165771,-2.064,0.009,5.140,0.870,8.8923e-05
1.8517708778381348,-2.072,0.006,5.009,0.863,8.8725e-05
1.15283203125,-2.106,0.007,4.907,0.858,8.8526e-05
1.1532208919525146,-2.071,0.006,5.169,0.886,8.8325e-05
1.1540746688842773,-2.109,0.006,5.846,0.962,8.8122e-05
1.1526031494140625,-2.058,0.004,6.402,1.029,8.7918e-05
1.1538724899291992,-2.215,0.004,6.740,1.074,8.7713e-05
1.1634173393249512,-2.155,0.008,6.654,1.075,8.7506e-05
1.15301513671875,-2.219,0.003,6.177,1.027,8.7297e-05
1.1525423526763916,-2.209,0.004,5.722,0.970,8.7087e-05
1.1524553298950195,-2.143,0.005,5.629,0.952,8.6876e-05
1.1521236896514893,-2.167,0.004,5.783,0.966,8.6663e-05
1.1524698734283447,-2.155,0.005,6.124,0.999,8.6448e-05
1.1538946628570557,-2.183,0.005,6.670,1.050,8.6233e-05
1.1525423526763916,-2.153,0.007,6.839,1.066,8.6015e-05
1.1513948440551758,-2.169,0.004,6.603,1.037,8.5797e-05
1.154585599899292,-2.206,0.003,6.446,1.012,8.5577e-05
1.1527721881866455,-1.988,0.007,6.242,1.006,8.5355e-05
1.152461290359497,-2.217,0.004,6.099,0.998,8.5133e-05
1.1515655517578125,-2.169,0.008,5.888,0.975,8.4908e-05
1.1633636951446533,-2.147,0.005,5.516,0.939,8.4683e-05
1.3250887393951416,-2.118,0.005,5.314,0.923,8.4456e-05
1.1529653072357178,-2.085,0.007,5.182,0.907,8.4227e-05
1.1528027057647705,-2.197,0.006,5.347,0.926,8.3998e-05
1.153470754623413,-2.040,0.009,5.822,0.991,8.3767e-05
1.1513688564300537,-2.144,0.006,6.366,1.053,8.3534e-05
1.1540875434875488,-2.040,0.009,6.403,1.057,8.3301e-05
1.1540110111236572,-2.190,0.003,6.105,1.025,8.3066e-05
1.151825189590454,-2.276,0.003,6.012,1.012,8.2829e-05
1.151982069015503,-2.077,0.006,5.953,1.003,8.2592e-05
1.1538293361663818,-2.228,0.004,5.918,0.996,8.2353e-05
1.3792939186096191,-2.132,0.005,6.143,1.016,8.2113e-05
1.1519203186035156,-2.237,0.003,6.417,1.041,8.1871e-05
1.1657946109771729,-2.201,0.004,6.567,1.053,8.1629e-05
1.1535489559173584,-2.239,0.003,6.593,1.052,8.1385e-05
1.1514065265655518,-2.216,0.003,6.644,1.056,8.1139e-05
1.152430772781372,-2.205,0.005,6.620,1.052,8.0893e-05
1.1538138389587402,-2.186,0.006,6.399,1.034,8.0645e-05
1.1523993015289307,-2.209,0.004,6.072,1.007,8.0397e-05
1.15205717086792,-2.122,0.005,5.668,0.967,8.0146e-05
1.1519663333892822,-2.252,0.003,5.401,0.933,7.9895e-05
1.3620855808258057,-2.115,0.005,5.535,0.940,7.9643e-05
1.1516444683074951,-2.236,0.004,5.922,0.970,7.9389e-05
1.151951789855957,-2.222,0.005,6.415,1.006,7.9135e-05
1.1537020206451416,-2.115,0.004,6.600,1.017,7.8879e-05
1.153581142425537,-2.222,0.004,6.573,1.011,7.8622e-05
1.1635384559631348,-2.213,0.005,6.320,0.986,7.8363e-05
1.154571771621704,-2.258,0.004,6.298,0.984,7.8104e-05
1.1523849964141846,-2.129,0.005,6.274,0.990,7.7844e-05
1.1517698764801025,-2.160,0.005,6.378,1.011,7.7582e-05
1.1517748832702637,-2.137,0.006,6.487,1.024,7.7320e-05
1.1524267196655273,-2.028,0.007,6.094,0.986,7.7056e-05
1.1518042087554932,-2.128,0.008,5.715,0.948,7.6791e-05
1.7822844982147217,-2.151,0.005,5.539,0.939,7.6526e-05
1.1533551216125488,-2.133,0.005,5.737,0.968,7.6259e-05
1.1548635959625244,-2.100,0.011,6.337,1.030,7.5991e-05
1.1512832641601562,-2.204,0.004,6.784,1.065,7.5722e-05
1.1514787673950195,-2.118,0.005,6.967,1.066,7.5452e-05
1.1623473167419434,-2.248,0.004,6.991,1.051,7.5181e-05
1.151637077331543,-2.211,0.004,6.875,1.030,7.4909e-05
1.1522941589355469,-2.097,0.006,6.811,1.023,7.4636e-05
1.3187665939331055,-2.241,0.004,6.805,1.026,7.4363e-05
1.152184009552002,-2.264,0.003,6.823,1.037,7.4088e-05
1.1524298191070557,-2.186,0.005,6.592,1.026,7.3812e-05
1.151674509048462,-2.118,0.006,6.241,0.996,7.3535e-05
1.153057336807251,-2.262,0.003,6.141,0.986,7.3258e-05
1.1524479389190674,-2.123,0.006,6.286,1.000,7.2979e-05
1.1517815589904785,-2.155,0.005,6.423,1.013,7.2700e-05
1.154022216796875,-2.243,0.003,6.638,1.031,7.2419e-05
1.1526377201080322,-2.201,0.005,6.728,1.036,7.2138e-05
1.1541860103607178,-2.177,0.004,6.709,1.032,7.1856e-05
1.1632728576660156,-2.175,0.005,6.695,1.028,7.1573e-05
1.1522228717803955,-2.238,0.005,6.608,1.018,7.1289e-05
1.1542458534240723,-2.146,0.006,6.571,1.015,7.1004e-05
1.1519501209259033,-2.285,0.003,6.564,1.016,7.0719e-05
1.1527774333953857,-2.206,0.002,6.612,1.022,7.0432e-05
1.1530537605285645,-2.296,0.003,6.706,1.034,7.0145e-05
1.1525304317474365,-2.257,0.003,6.900,1.054,6.9857e-05
1.154066801071167,-2.168,0.005,6.975,1.061,6.9569e-05
2.1112561225891113,-2.228,0.002,6.939,1.057,6.9279e-05
1.15472412109375,-2.172,0.003,6.695,1.034,6.8989e-05
1.2980821132659912,-2.187,0.004,6.565,1.027,6.8698e-05
1.1532752513885498,-2.182,0.004,6.467,1.019,6.8406e-05
1.1522231101989746,-2.227,0.004,6.468,1.020,6.8114e-05
1.1524946689605713,-2.128,0.003,6.556,1.031,6.7821e-05
1.1536893844604492,-2.143,0.005,6.469,1.024,6.7527e-05
1.1538236141204834,-2.222,0.004,6.466,1.023,6.7232e-05
1.1518630981445312,-2.137,0.005,6.661,1.043,6.6937e-05
1.1527249813079834,-2.233,0.004,7.051,1.084,6.6641e-05
1.1542317867279053,-2.199,0.004,7.555,1.134,6.6344e-05
1.1525554656982422,-2.272,0.003,7.776,1.152,6.6047e-05
1.15260910987854,-2.082,0.007,7.327,1.114,6.5749e-05
1.1540539264678955,-2.153,0.005,6.709,1.057,6.5451e-05
1.1554477214813232,-2.192,0.003,6.227,1.009,6.5152e-05
1.1548945903778076,-2.180,0.005,5.957,0.978,6.4852e-05
1.1552865505218506,-2.104,0.007,6.172,0.999,6.4552e-05
1.155541181564331,-2.197,0.004,6.433,1.021,6.4251e-05
1.15681791305542,-2.239,0.004,6.755,1.045,6.3950e-05
1.1555719375610352,-2.239,0.003,6.914,1.051,6.3648e-05
1.1557557582855225,-2.217,0.004,6.838,1.035,6.3345e-05
1.155947208404541,-2.198,0.004,6.727,1.019,6.3042e-05
1.2836742401123047,-2.180,0.005,6.694,1.018,6.2739e-05
1.1534922122955322,-2.155,0.006,6.621,1.019,6.2435e-05
1.153815746307373,-2.176,0.004,6.601,1.026,6.2130e-05
1.1538922786712646,-2.191,0.004,6.480,1.019,6.1825e-05
1.1535115242004395,-2.039,0.008,6.145,0.988,6.1520e-05
1.1550874710083008,-2.201,0.004,6.145,0.987,6.1214e-05
1.1544609069824219,-2.154,0.006,6.431,1.019,6.0907e-05
1.1535353660583496,-2.212,0.004,6.938,1.072,6.0600e-05
1.1534554958343506,-2.244,0.003,7.311,1.109,6.0293e-05
1.154677152633667,-2.133,0.007,7.286,1.108,5.9986e-05
1.153566598892212,-2.142,0.005,7.025,1.082,5.9678e-05
1.1534247398376465,-2.178,0.004,6.741,1.052,5.9369e-05
1.1530704498291016,-2.181,0.006,6.596,1.035,5.9060e-05
1.1529052257537842,-2.216,0.004,6.566,1.030,5.8751e-05
1.1527819633483887,-2.215,0.004,6.607,1.030,5.8442e-05
1.1534311771392822,-2.263,0.004,6.646,1.031,5.8132e-05
1.1548855304718018,-2.223,0.003,6.663,1.030,5.7822e-05
1.154550552368164,-2.169,0.004,6.685,1.030,5.7511e-05
1.1538012027740479,-2.213,0.004,6.818,1.044,5.7201e-05
1.1533863544464111,-2.193,0.007,6.947,1.059,5.6890e-05
1.287041187286377,-2.212,0.003,7.117,1.078,5.6578e-05
1.1533896923065186,-2.129,0.005,7.164,1.085,5.6267e-05
1.1528794765472412,-2.264,0.003,7.036,1.076,5.5955e-05
1.1537163257598877,-2.180,0.004,6.977,1.067,5.5643e-05
1.152855396270752,-2.279,0.002,6.935,1.061,5.5331e-05
1.1530461311340332,-2.184,0.004,6.952,1.062,5.5018e-05
1.1539204120635986,-2.130,0.004,6.853,1.050,5.4705e-05
1.1547837257385254,-2.236,0.004,6.828,1.047,5.4393e-05
1.1527769565582275,-2.249,0.004,6.874,1.050,5.4080e-05
1.1528420448303223,-2.237,0.004,6.906,1.051,5.3766e-05
1.1558430194854736,-2.163,0.004,6.982,1.063,5.3453e-05
1.1534407138824463,-2.096,0.006,7.325,1.105,5.3140e-05
1.1524744033813477,-2.261,0.003,7.678,1.145,5.2826e-05
1.152780532836914,-2.205,0.005,7.842,1.165,5.2512e-05
1.1530897617340088,-2.081,0.007,7.593,1.147,5.2198e-05
1.1530356407165527,-2.206,0.004,7.090,1.100,5.1885e-05
1.1534647941589355,-2.245,0.003,6.778,1.064,5.1571e-05
1.1540589332580566,-2.081,0.007,6.796,1.061,5.1257e-05
1.1540145874023438,-2.172,0.005,6.953,1.076,5.0942e-05
1.1530694961547852,-2.296,0.002,7.178,1.095,5.0628e-05
1.2822554111480713,-2.236,0.004,7.378,1.109,5.0314e-05
1.1525304317474365,-2.244,0.002,7.488,1.114,5.0000e-05
1.1524312496185303,-2.230,0.004,7.336,1.094,4.9686e-05
1.1518471240997314,-2.182,0.005,7.087,1.062,4.9372e-05
1.15232515335083,-2.264,0.004,6.992,1.046,4.9058e-05
1.153393030166626,-2.136,0.007,7.040,1.054,4.8744e-05
1.153320074081421,-2.178,0.004,7.263,1.079,4.8430e-05
1.1620149612426758,-2.232,0.004,7.495,1.100,4.8116e-05
1.1537575721740723,-2.265,0.004,7.530,1.105,4.7802e-05
1.1515588760375977,-2.166,0.006,7.318,1.086,4.7488e-05
1.1515991687774658,-2.168,0.004,6.991,1.057,4.7174e-05
1.1538875102996826,-2.307,0.003,6.754,1.035,4.6861e-05
1.1521573066711426,-2.159,0.003,6.639,1.028,4.6547e-05
1.1519386768341064,-2.167,0.005,6.732,1.044,4.6234e-05
1.1524367332458496,-2.284,0.003,6.948,1.070,4.5921e-05
1.1519052982330322,-2.217,0.004,7.265,1.100,4.5607e-05
1.1515891551971436,-2.271,0.004,7.494,1.121,4.5295e-05
1.1530921459197998,-2.099,0.006,7.376,1.109,4.4982e-05
1.1526134014129639,-2.243,0.003,7.145,1.088,4.4669e-05
1.153456449508667,-2.199,0.004,6.964,1.071,4.4357e-05
1.816922664642334,-2.227,0.004,6.886,1.062,4.4045e-05
1.153538465499878,-2.225,0.004,6.882,1.064,4.3733e-05
1.1525628566741943,-2.233,0.004,6.974,1.072,4.3422e-05
1.1519055366516113,-2.230,0.003,7.097,1.082,4.3111e-05
1.1515693664550781,-2.159,0.006,7.201,1.088,4.2800e-05
1.1523511409759521,-2.206,0.005,7.185,1.084,4.2489e-05
1.1530907154083252,-2.200,0.004,7.178,1.080,4.2178e-05
1.1538493633270264,-2.313,0.004,7.131,1.072,4.1868e-05
1.15625,-2.113,0.011,7.240,1.082,4.1558e-05
1.1562020778656006,-2.264,0.002,7.380,1.096,4.1249e-05
1.1549248695373535,-2.216,0.003,7.527,1.110,4.0940e-05
1.1551129817962646,-2.202,0.003,7.617,1.117,4.0631e-05
1.1690707206726074,-2.311,0.002,7.671,1.122,4.0323e-05
1.1551108360290527,-2.222,0.004,7.619,1.119,4.0015e-05
1.15541672706604,-2.301,0.002,7.546,1.112,3.9707e-05
1.1554005146026611,-2.236,0.003,7.466,1.105,3.9400e-05
1.155303955078125,-2.232,0.005,7.404,1.100,3.9093e-05
1.153071641921997,-2.263,0.003,7.310,1.090,3.8787e-05
1.1537466049194336,-2.194,0.004,7.274,1.086,3.8481e-05
1.1540868282318115,-2.245,0.003,7.212,1.081,3.8175e-05
1.284088134765625,-2.193,0.004,7.124,1.073,3.7870e-05
1.1524434089660645,-2.211,0.004,7.126,1.074,3.7566e-05
1.1555805206298828,-2.214,0.003,7.182,1.083,3.7262e-05
1.1549961566925049,-2.191,0.004,7.197,1.089,3.6958e-05
1.1535096168518066,-2.207,0.003,7.337,1.107,3.6655e-05
1.1525452136993408,-2.180,0.004,7.444,1.117,3.6352e-05
1.1543257236480713,-2.222,0.005,7.526,1.124,3.6051e-05
1.1533384323120117,-2.175,0.006,7.496,1.118,3.5749e-05
1.1524848937988281,-2.223,0.004,7.390,1.106,3.5448e-05
1.1538729667663574,-2.153,0.007,7.327,1.099,3.5148e-05
1.154529333114624,-2.175,0.005,7.254,1.092,3.4848e-05
1.1527013778686523,-2.225,0.004,7.138,1.082,3.4549e-05
1.1526706218719482,-2.115,0.007,7.046,1.074,3.4251e-05
1.1553688049316406,-2.240,0.003,6.984,1.066,3.3953e-05
1.152317762374878,-2.267,0.003,6.950,1.061,3.3656e-05
1.1517183780670166,-2.124,0.008,6.887,1.051,3.3359e-05
1.152991771697998,-2.245,0.003,6.865,1.046,3.3063e-05
1.153442621231079,-2.220,0.003,6.895,1.045,3.2768e-05
1.1536729335784912,-2.264,0.003,6.961,1.047,3.2473e-05
1.1544854640960693,-2.111,0.006,7.102,1.057,3.2179e-05
1.2850236892700195,-2.261,0.004,7.233,1.068,3.1886e-05
1.1524393558502197,-2.259,0.003,7.341,1.076,3.1594e-05
1.1519548892974854,-2.310,0.002,7.415,1.082,3.1302e-05
1.1540732383728027,-2.262,0.003,7.460,1.086,3.1011e-05
1.1523761749267578,-2.273,0.003,7.435,1.087,3.0721e-05
1.1526453495025635,-2.267,0.003,7.347,1.081,3.0431e-05
1.1524851322174072,-2.184,0.004,7.201,1.071,3.0143e-05
1.152712106704712,-2.245,0.004,7.022,1.058,2.9855e-05
1.1530101299285889,-2.227,0.003,6.893,1.051,2.9568e-05
1.1524083614349365,-2.243,0.003,6.775,1.042,2.9281e-05
1.152975082397461,-2.300,0.002,6.631,1.029,2.8996e-05
1.16448974609375,-2.258,0.003,6.531,1.020,2.8711e-05
1.152388334274292,-2.187,0.006,6.424,1.009,2.8427e-05
1.152390718460083,-2.220,0.004,6.395,1.006,2.8144e-05
1.1539771556854248,-2.188,0.006,6.389,1.004,2.7862e-05
1.1526918411254883,-2.224,0.003,6.341,0.997,2.7581e-05
1.1518914699554443,-2.195,0.003,6.344,0.996,2.7301e-05
1.1530876159667969,-2.243,0.003,6.411,1.002,2.7021e-05
1.1531262397766113,-2.236,0.003,6.532,1.014,2.6743e-05
1.15327787399292,-2.219,0.006,6.752,1.037,2.6465e-05
1.3699102401733398,-2.306,0.003,6.971,1.060,2.6188e-05
1.1533079147338867,-2.274,0.005,7.154,1.078,2.5912e-05
1.1526360511779785,-2.265,0.003,7.281,1.091,2.5638e-05
1.1549286842346191,-2.246,0.004,7.425,1.103,2.5364e-05
1.154792070388794,-2.315,0.004,7.509,1.110,2.5091e-05
1.1521174907684326,-2.275,0.005,7.553,1.111,2.4819e-05
1.152052402496338,-2.237,0.004,7.529,1.107,2.4548e-05
1.1528890132904053,-2.259,0.003,7.448,1.098,2.4278e-05
1.152580976486206,-2.254,0.004,7.351,1.090,2.4009e-05
1.1523404121398926,-2.192,0.003,7.284,1.086,2.3741e-05
1.152224063873291,-2.318,0.002,7.185,1.079,2.3475e-05
1.1529746055603027,-2.293,0.004,7.132,1.078,2.3209e-05
1.1534523963928223,-2.339,0.002,7.053,1.072,2.2944e-05
1.1520538330078125,-2.206,0.004,6.958,1.065,2.2680e-05
1.155104398727417,-2.295,0.004,6.896,1.062,2.2418e-05
1.1543586254119873,-2.274,0.003,6.834,1.057,2.2156e-05
1.1535074710845947,-2.155,0.004,6.845,1.060,2.1896e-05
1.4390370845794678,-2.268,0.004,6.916,1.066,2.1637e-05
1.1519355773925781,-2.236,0.004,7.020,1.075,2.1378e-05
1.152496337890625,-2.218,0.004,7.106,1.081,2.1121e-05
1.2886548042297363,-2.259,0.002,7.221,1.089,2.0866e-05
1.1534926891326904,-2.278,0.003,7.406,1.103,2.0611e-05
1.1534605026245117,-2.171,0.004,7.594,1.119,2.0357e-05
1.1520862579345703,-2.265,0.004,7.686,1.129,2.0105e-05
1.1526904106140137,-2.287,0.004,7.732,1.134,1.9854e-05
1.154222011566162,-2.251,0.003,7.774,1.139,1.9604e-05
2.6694231033325195,-2.271,0.003,7.765,1.140,1.9355e-05
1.1516802310943604,-2.191,0.004,7.713,1.136,1.9107e-05
1.1525604724884033,-2.244,0.003,7.642,1.131,1.8861e-05
1.1529414653778076,-2.150,0.005,7.569,1.125,1.8616e-05
1.1523158550262451,-2.208,0.006,7.478,1.117,1.8372e-05
1.1515111923217773,-2.248,0.005,7.355,1.107,1.8129e-05
1.1533706188201904,-2.181,0.004,7.208,1.093,1.7887e-05
1.153337001800537,-2.249,0.004,7.108,1.083,1.7647e-05
1.1531503200531006,-2.228,0.004,7.036,1.075,1.7408e-05
1.1531147956848145,-2.279,0.003,7.001,1.069,1.7171e-05
1.154437780380249,-2.214,0.003,7.032,1.070,1.6934e-05
1.152214527130127,-2.192,0.004,7.096,1.073,1.6699e-05
1.154327630996704,-2.248,0.004,7.166,1.077,1.6466e-05
1.1527740955352783,-2.197,0.005,7.274,1.084,1.6233e-05
1.3110895156860352,-2.236,0.003,7.359,1.090,1.6002e-05
1.1563711166381836,-2.294,0.002,7.426,1.093,1.5773e-05
1.155026912689209,-2.237,0.004,7.410,1.090,1.5544e-05
1.1537208557128906,-2.274,0.003,7.407,1.090,1.5317e-05
1.1528470516204834,-2.290,0.004,7.377,1.086,1.5092e-05
1.152686595916748,-2.171,0.006,7.324,1.081,1.4868e-05
1.1541368961334229,-2.221,0.004,7.263,1.076,1.4645e-05
1.1528618335723877,-2.239,0.003,7.200,1.070,1.4423e-05
1.1523752212524414,-2.239,0.003,7.140,1.064,1.4203e-05
1.1523993015289307,-2.232,0.003,7.104,1.061,1.3985e-05
1.1530470848083496,-2.162,0.006,7.099,1.059,1.3767e-05
1.151944875717163,-2.196,0.005,7.105,1.059,1.3552e-05
1.154557228088379,-2.208,0.005,7.126,1.061,1.3337e-05
1.1540946960449219,-2.210,0.004,7.148,1.062,1.3124e-05
1.1605651378631592,-2.261,0.002,7.178,1.065,1.2913e-05
1.4353663921356201,-2.272,0.003,7.193,1.065,1.2703e-05
1.1539506912231445,-2.266,0.003,7.208,1.066,1.2495e-05
1.152235507965088,-2.219,0.004,7.191,1.064,1.2288e-05
1.1523089408874512,-2.242,0.005,7.209,1.066,1.2082e-05
1.6359467506408691,-2.225,0.005,7.222,1.067,1.1878e-05
8.306319236755371,-2.237,0.005,7.210,1.066,1.1675e-05
1.1520860195159912,-2.225,0.003,7.201,1.066,1.1474e-05
1.152395248413086,-2.216,0.003,7.191,1.065,1.1275e-05
1.1524264812469482,-2.237,0.006,7.196,1.067,1.1077e-05
1.152878999710083,-2.303,0.002,7.240,1.071,1.0881e-05
1.1524598598480225,-2.346,0.002,7.292,1.076,1.0686e-05
1.1520302295684814,-2.203,0.004,7.370,1.083,1.0492e-05
1.1542901992797852,-2.286,0.002,7.419,1.088,1.0301e-05
1.152599573135376,-2.220,0.005,7.464,1.092,1.0110e-05
1.1522634029388428,-2.241,0.005,7.491,1.095,9.9217e-06
1.1513936519622803,-2.272,0.003,7.517,1.098,9.7347e-06
1.1522581577301025,-2.262,0.003,7.499,1.097,9.5492e-06
1.1532621383666992,-2.277,0.004,7.507,1.098,9.3654e-06
1.1656153202056885,-2.251,0.003,7.512,1.099,9.1831e-06
1.1524522304534912,-2.319,0.002,7.530,1.100,9.0025e-06
1.153254508972168,-2.193,0.003,7.519,1.099,8.8235e-06
1.1524574756622314,-2.227,0.004,7.502,1.097,8.6461e-06
1.1541616916656494,-2.258,0.004,7.468,1.095,8.4703e-06
1.1527109146118164,-2.297,0.003,7.437,1.092,8.2962e-06
1.153320074081421,-2.225,0.004,7.405,1.089,8.1237e-06
1.291991949081421,-2.282,0.003,7.383,1.086,7.9529e-06
1.1520540714263916,-2.301,0.003,7.381,1.085,7.7837e-06
1.1519293785095215,-2.240,0.004,7.376,1.084,7.6162e-06
1.152390480041504,-2.220,0.003,7.376,1.083,7.4504e-06
1.1525185108184814,-2.269,0.003,7.383,1.084,7.2862e-06
1.153409719467163,-2.223,0.004,7.404,1.086,7.1238e-06
1.1604995727539062,-2.244,0.004,7.406,1.087,6.9630e-06
1.1513183116912842,-2.281,0.005,7.420,1.088,6.8039e-06
1.1544253826141357,-2.263,0.003,7.432,1.090,6.6466e-06
1.1516339778900146,-2.245,0.004,7.439,1.091,6.4909e-06
1.1516246795654297,-2.233,0.003,7.446,1.093,6.3370e-06
1.1512560844421387,-2.318,0.002,7.455,1.095,6.1848e-06
1.1525652408599854,-2.203,0.007,7.469,1.096,6.0343e-06
1.1529061794281006,-2.220,0.004,7.482,1.098,5.8855e-06
1.155130386352539,-2.285,0.003,7.500,1.100,5.7385e-06
1.1530113220214844,-2.226,0.004,7.495,1.100,5.5933e-06
1.1514742374420166,-2.285,0.003,7.501,1.101,5.4498e-06
1.1520309448242188,-2.257,0.004,7.516,1.103,5.3080e-06
1.1537811756134033,-2.258,0.005,7.522,1.104,5.1680e-06
1.162595510482788,-2.203,0.004,7.532,1.105,5.0298e-06
1.306715726852417,-2.256,0.003,7.547,1.107,4.8934e-06
1.1520898342132568,-2.263,0.003,7.562,1.108,4.7587e-06
1.1525728702545166,-2.161,0.008,7.551,1.107,4.6259e-06
1.1520631313323975,-2.315,0.002,7.543,1.106,4.4948e-06
1.1518666744232178,-2.273,0.003,7.541,1.106,4.3655e-06
1.1527798175811768,-2.288,0.004,7.542,1.105,4.2380e-06
1.1528911590576172,-2.291,0.003,7.545,1.105,4.1124e-06
1.151838779449463,-2.289,0.003,7.529,1.104,3.9885e-06
1.1512682437896729,-2.213,0.005,7.512,1.102,3.8665e-06
1.1554780006408691,-2.269,0.004,7.502,1.101,3.7462e-06
1.1524066925048828,-2.331,0.004,7.486,1.099,3.6278e-06
1.151170015335083,-2.165,0.005,7.451,1.097,3.5113e-06
1.1531412601470947,-2.233,0.004,7.445,1.096,3.3965e-06
1.1539082527160645,-2.280,0.003,7.441,1.095,3.2836e-06
1.1523339748382568,-2.225,0.005,7.425,1.094,3.1726e-06
1.1527049541473389,-2.181,0.004,7.436,1.094,3.0634e-06
1.1529781818389893,-2.186,0.004,7.440,1.094,2.9561e-06
1.1515734195709229,-2.197,0.005,7.433,1.094,2.8506e-06
1.1515398025512695,-2.237,0.004,7.419,1.092,2.7469e-06
1.15311861038208,-2.288,0.002,7.409,1.091,2.6452e-06
